,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,cluster_labels,bathroom_map,sentiment,host_verifications_count,amenities_count
32,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9135200000000001,2,27
33,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9854,2,27
34,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.95734,2,27
35,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.762,2,27
36,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.96325,2,27
37,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9422,2,27
38,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9836,2,27
39,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.8824799999999999,2,27
40,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.76221,2,27
41,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.94911,2,27
42,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.90243,2,27
43,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.89513,2,27
44,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9539,2,27
45,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.46445,2,27
46,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.86598,2,27
47,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.92114,2,27
48,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.91195,2,27
49,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.8081699999999999,2,27
50,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.84045,2,27
51,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.82952,2,27
52,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9323299999999999,2,27
53,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.8258,2,27
54,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.8299799999999999,2,27
55,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.78445,2,27
56,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9807,2,27
57,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.8074,2,27
58,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.96439,2,27
59,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.67602,2,27
60,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.77987,2,27
61,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.968,2,27
62,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.7922899999999999,2,27
63,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.8477299999999999,2,27
64,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.81776,2,27
65,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.78305,2,27
66,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.69445,2,27
67,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9246,2,27
68,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.915,2,27
69,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.71102,2,27
70,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.85,2,27
71,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.92685,2,27
72,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.9491,2,27
73,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.78594,2,27
74,159889,100.0,0,3,4,1,1,3,1,1.0,1.0,45.0,2,21,1,1,16,36,290,355,44,6,4.74,4.77,4.71,4.86,4.9,4.63,4.74,0,3,0,3,0,2.78,0,10.0,0.7763,2,27
75,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9515,2,48
76,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9493,2,48
77,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.6379,2,48
78,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9491700000000001,2,48
79,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.87802,2,48
80,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9822200000000001,2,48
81,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.96242,2,48
82,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.95845,2,48
83,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9311299999999999,2,48
84,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.92038,2,48
85,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9824,2,48
86,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9468200000000001,2,48
87,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9481,2,48
88,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.81828,2,48
89,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.7777,2,48
90,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.97495,2,48
91,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.8299799999999999,2,48
92,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.81252,2,48
93,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.83995,2,48
94,162809,92.0,1,2,2,1,1,3,6,2.0,4.0,80.0,1,12,1,2,2,2,74,326,41,1,4.84,4.88,4.85,4.95,4.97,4.77,4.85,0,2,0,2,0,3.68,2,8.0,0.9069200000000001,2,48
95,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.9632,2,26
96,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.9455,2,26
97,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.9582,2,26
98,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.92156,2,26
99,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.71777,2,26
100,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.70009,2,26
101,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.9118,2,26
102,165828,100.0,0,5,5,1,1,4,5,1.0,3.0,251.0,3,365,1,1,4,21,31,64,17,0,4.63,4.89,4.69,4.81,4.75,4.34,4.55,1,5,5,0,0,0.48,5,6.0,0.7881600000000001,2,26
103,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.9663,2,30
104,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.9474,2,30
105,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.9692799999999999,2,30
106,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.8764,2,30
107,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.95985,2,30
108,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.88234,2,30
109,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.94904,2,30
110,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.867,2,30
111,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.84808,2,30
112,165829,100.0,0,5,5,1,1,4,5,1.0,3.0,244.0,3,365,1,8,12,12,14,76,20,1,4.69,4.85,4.75,4.78,4.73,4.39,4.59,1,5,5,0,0,0.59,5,6.0,0.77625,2,30
113,178860,100.0,0,2,3,1,1,3,2,1.0,1.2627087027214394,80.0,2,4,1,0,0,0,0,313,0,0,4.88,4.94,4.88,4.95,4.96,4.94,4.84,0,2,1,1,0,2.57,5,8.0,0.9790000000000001,2,21
114,178860,100.0,0,2,3,1,1,3,2,1.0,1.2627087027214394,80.0,2,4,1,0,0,0,0,313,0,0,4.88,4.94,4.88,4.95,4.96,4.94,4.84,0,2,1,1,0,2.57,5,8.0,0.9739,2,21
115,178860,100.0,0,2,3,1,1,3,2,1.0,1.2627087027214394,80.0,2,4,1,0,0,0,0,313,0,0,4.88,4.94,4.88,4.95,4.96,4.94,4.84,0,2,1,1,0,2.57,5,8.0,0.98325,2,21
116,178860,100.0,0,2,3,1,1,3,2,1.0,1.2627087027214394,80.0,2,4,1,0,0,0,0,313,0,0,4.88,4.94,4.88,4.95,4.96,4.94,4.84,0,2,1,1,0,2.57,5,8.0,0.91663,2,21
